ID  ? t  f
33741 1 4 1
33742 1 4 1
33743 0 1 4
33744 1 5 0
33745 1 5 0
33746 1 5 0
33747 1 5 0
33748 1 4 1
33749 1 5 0
33750 1 5 0
33751 0 0 6
33752 0 1 4
33753 1 5 0
33754 1 5 0
33755 1 5 0
33756 1 5 0
33757 0 1 4
33758 1 5 0
33759 0 0 5
33760 0 2 3
33761 0 0 5
33762 1 5 0
33763 1 5 0
33764 0 1 4
33765 0 0 5
33766 0 1 4
33767 1 5 0
33768 0 0 5
33769 1 3 2
33770 1 5 0
33771 1 5 0
33772 1 5 0
33773 0 0 5
33774 0 0 5
33775 1 5 0
33776 0 2 3
33777 0 2 3
33778 1 5 0
33779 1 5 0
33780 1 5 0
33781 1 5 0
33782 1 5 0
33783 1 5 0
33784 1 5 0
33785 1 5 0
33786 1 5 0
33787 1 4 1
33788 1 4 1
33789 0 2 3
33790 0 0 5
33791 1 5 0
33792 1 4 1
33793 0 2 3
33794 1 5 0
33795 1 5 0
33796 0 0 5
33797 1 5 0
33798 1 5 0
33799 0 2 3
33800 1 5 0
33801 1 5 0
33802 1 6 0
33803 0 1 4
33804 1 5 0
33805 0 1 4
33806 0 1 4
33807 1 4 1
33808 1 5 0
33809 1 5 0
33810 1 5 0
33811 1 4 1
33812 0 0 5
33813 0 1 4
33814 0 1 5
33815 0 0 5
33816 1 5 0
33817 1 3 2
33818 1 5 0
33819 1 5 0
33820 1 5 0
33821 1 5 0
33822 1 4 1
33823 1 5 0
33824 0 1 4
33825 1 3 2
33826 1 5 0
33827 1 5 0
33828 1 5 0
33829 1 5 0
33830 0 0 5
33831 1 5 0
33832 1 5 0
33833 0 0 5
33834 1 3 1
33835 1 4 1
33836 0 0 5
33837 0 0 5
33838 0 0 5
33839 1 3 2
33840 0 0 5
33841 1 5 0
33842 0 1 4
33843 1 5 0
33844 1 5 0
33845 0 0 5
33846 0 0 5
33847 1 5 0
33848 0 0 5
33849 1 5 0
33850 1 5 0
33851 1 5 0
33852 0 0 5
33853 1 6 0
33854 1 5 0
33855 1 3 2
33856 1 3 2
33857 0 0 5
33858 0 1 4
33859 0 0 5
33860 0 0 5
33861 1 5 0
33862 1 4 1
33863 1 5 0
33864 0 0 5
33865 1 5 0
33866 1 5 0
33867 1 5 0
33868 0 1 4
33869 1 5 0
33870 0 2 3
33871 1 5 0
33872 1 5 0
33873 0 0 5
33874 0 0 5
33875 0 2 3
33876 0 0 5
33877 1 5 0
33878 0 0 6
33879 1 5 0
33880 1 6 0
33881 1 6 0
33882 0 1 4
33883 1 4 1
33884 0 0 5
33885 1 5 0
33886 1 5 0
33887 1 5 0
33888 1 5 0
33889 0 0 5
33890 1 3 2
33891 1 5 0
33892 0 0 5
33893 1 5 0
33894 0 2 3
33895 1 5 0
33896 1 5 0
33897 0 1 4
33898 0 0 5
33899 0 0 5
33900 1 5 0
33901 0 1 4
33902 1 5 0
33903 0 0 5
33904 0 1 4
33905 1 5 0
33906 1 4 0
33907 1 5 0
33908 0 0 5
33909 0 0 5
33910 0 2 4
33911 0 0 5
33912 1 5 0
33913 1 5 0
33914 1 5 0
33915 1 4 1
33916 0 0 5
33917 0 0 5
33918 0 0 5
33919 0 0 5
33920 1 3 2
33921 0 1 4
33922 0 0 5
33923 1 4 1
33924 1 5 0
33925 1 3 2
33926 1 3 2
33927 1 3 2
33928 1 3 2
33929 0 1 4
33930 1 5 0
33931 1 5 0
33932 0 1 4
33933 0 0 5
33934 0 0 5
33935 1 5 0
33936 1 5 0
33937 0 0 5
33938 1 5 0
33939 1 5 0
33940 0 1 4
33941 0 0 5
33942 0 2 3
33943 1 5 0
33944 1 5 0
33945 1 5 0
33946 0 2 3
33947 1 5 0
33948 1 5 0
33949 1 5 0
33950 1 5 0
33951 1 5 0
33952 1 5 0
33953 0 0 5
33954 0 0 5
33955 1 5 0
33956 1 3 2
33957 1 4 1
33958 1 5 0
33959 0 0 5
33960 1 5 0
33961 1 3 2
33962 1 5 0
33963 1 5 0
33964 1 5 0
33965 0 0 5
33966 0 0 5
33967 0 2 3
33968 0 0 5
33969 1 4 1
33970 1 3 2
33971 0 2 3
33972 1 3 2
33973 1 5 0
33974 1 5 0
33975 1 5 0
33976 1 5 0
33977 0 1 4
33978 0 1 4
33979 1 5 0
33980 0 0 5
33981 1 5 0
33982 1 5 0
33983 0 2 3
33984 1 5 0
33985 1 5 0
33986 1 5 0
33987 1 5 0
33988 1 5 0
33989 1 5 0
33990 1 5 0
33991 0 0 5
33992 1 6 0
33993 1 5 0
33994 1 5 0
33995 1 6 0
33996 1 5 0
33997 1 5 0
33998 1 5 0
33999 0 1 5
34000 1 5 0
34001 0 1 4
34002 1 5 0
34003 1 5 0
34004 1 5 0
34005 1 5 0
34006 0 0 5
34007 1 5 0
34008 1 5 0
34009 0 1 4
34010 1 5 0
34011 0 1 4
34012 1 3 2
34013 1 5 0
34014 0 0 5
34015 1 5 0
34016 1 4 1
34017 1 5 0
34018 1 5 0
34019 0 0 5
34020 1 5 0
34021 1 5 0
34022 1 5 0
34023 0 0 5
34024 0 2 3
34025 0 1 4
34026 0 1 4
34027 1 5 0
34028 0 1 4
34029 1 5 0
34030 1 5 0
34031 1 3 2
34032 1 3 2
34033 1 5 0
34034 1 5 0
34035 1 6 0
34036 1 5 0
34037 1 3 2
34038 0 0 5
34039 1 4 2
34040 1 5 0
34041 0 0 5
34042 0 0 5
34043 0 0 5
34044 0 1 4
34045 1 5 0
34046 0 1 4
34047 1 5 0
34048 1 5 0
34049 0 0 5
34050 0 0 5
34051 0 0 6
34052 0 0 5
34053 1 5 0
34054 1 5 0
34055 1 5 0
34056 1 6 0
34057 1 5 0
34058 1 5 0
34059 1 6 0
34060 1 4 1
34061 0 0 5
34062 0 2 3
34063 1 5 0
34064 0 1 4
34065 0 1 4
34066 1 5 0
34067 1 4 1
34068 0 0 5
34069 1 3 2
34070 0 1 4
34071 0 1 4
34072 1 3 2
34073 1 5 0
34074 1 5 0
34075 0 0 5
34076 1 5 0
34077 1 5 0
34078 1 5 0
34079 1 5 0
34080 0 0 5
34081 1 5 0
34082 1 5 0
34083 1 5 0
34084 1 5 0
34085 1 5 0
34086 0 1 4
34087 0 0 5
34088 1 5 0
34089 1 5 0
34090 0 0 5
34091 1 5 0
34092 1 5 0
34093 0 1 4
34094 1 5 0
34095 1 6 0
34096 1 5 0
34097 0 1 4
34098 0 1 4
34099 1 6 0
34100 1 5 0
34101 1 5 0
34102 1 5 0
34103 1 5 0
34104 0 2 3
34105 0 0 5
34106 1 3 2
34107 1 5 0
34108 1 4 1
34109 1 6 0
34110 1 4 1
34111 1 5 0
34112 1 5 0
34113 0 1 4
34114 1 5 0
34115 1 5 0
34116 0 2 3
34117 1 4 1
34118 1 5 0
34119 1 5 0
34120 1 5 0
34121 1 6 0
34122 1 4 1
34123 0 1 5
34124 1 5 0
34125 0 0 5
34126 0 0 5
34127 1 5 0
34128 1 5 0
34129 1 5 0
34130 1 5 0
34131 1 3 2
34132 1 5 0
34133 0 2 3
34134 1 5 0
34135 1 5 0
34136 0 2 4
34137 0 0 5
34138 1 6 0
34139 0 0 5
34140 1 3 2
34141 0 0 5
34142 1 5 0
34143 1 5 0
34144 0 1 4
34145 0 2 3
34146 0 0 5
34147 1 5 0
34148 1 3 2
34149 0 0 5
34150 0 0 5
34151 1 5 0
34152 0 1 4
34153 1 5 0
34154 1 5 0
34155 1 5 0
34156 1 5 0
34157 0 0 5
34158 1 6 0
34159 1 5 0
34160 1 5 0
34161 0 0 5
34162 1 5 0
34163 1 6 0
34164 1 6 0
34165 1 5 0
34166 0 2 3
34167 1 5 0
34168 0 1 4
34169 1 5 0
34170 0 0 5
34171 1 5 0
34172 0 1 4
34173 0 2 3
34174 1 6 0
34175 1 5 0
34176 1 3 2
34177 1 5 0
34178 1 5 0
34179 1 5 0
34180 1 5 0
34181 1 5 0
34182 1 5 0
34183 0 0 5
34184 0 1 4
34185 1 5 0
34186 1 5 0
34187 0 0 5
34188 1 5 0
34189 0 0 5
34190 0 1 4
34191 0 1 4
34192 0 1 4
34193 1 4 1
34194 1 5 0
34195 1 5 0
34196 1 5 0
34197 0 0 5
34198 0 1 4
34199 0 2 3
34200 0 0 5
34201 1 5 0
34202 0 0 5
34203 1 5 0
34204 1 5 0
34205 1 5 0
34206 1 6 0
34207 0 0 5
34208 1 4 1
34209 0 2 3
34210 0 2 3
34211 1 3 2
34212 1 4 1
34213 1 5 0
34214 1 5 0
34215 1 5 0
34216 0 0 6
34217 1 5 0
34218 0 1 4
34219 0 2 3
34220 1 5 0
34221 1 5 0
34222 1 5 0
34223 1 3 2
34224 0 1 5
34225 0 0 5
34226 0 0 5
34227 1 3 2
34228 1 3 2
34229 1 5 0
34230 1 5 0
34231 1 5 0
34232 1 5 0
34233 0 0 5
34234 1 5 0
34235 0 0 5
34236 1 5 0
34237 0 1 4
34238 1 5 0
34239 1 5 0
34240 1 5 0
34241 0 1 4
34242 1 5 0
34243 1 5 1
34244 1 5 0
34245 1 5 0
34246 1 4 1
34247 1 4 1
34248 1 5 0
34249 0 2 3
34250 1 5 0
34251 0 0 5
34252 0 1 4
34253 1 5 0
34254 1 5 0
34255 1 5 0
34256 0 1 4
34257 0 2 3
34258 1 5 0
34259 0 1 4
34260 0 1 4
34261 1 5 0
34262 0 1 4
34263 1 3 2
34264 1 5 0
34265 0 0 5
34266 0 0 5
34267 1 5 0
34268 0 0 5
34269 0 0 6
34270 0 2 3
34271 0 1 4
34272 1 5 0
34273 0 0 5
34274 1 5 0
34275 1 5 0
34276 0 2 3
34277 0 0 5
34278 1 3 2
34279 0 1 4
34280 1 5 0
34281 1 5 0
34282 1 5 0
34283 0 0 5
34284 1 4 3
34285 1 5 0
34286 0 2 3
34287 1 5 0
34288 1 5 0
34289 1 5 0
34290 0 1 4
34291 1 5 0
34292 1 5 0
34293 1 5 1
34294 1 5 0
34295 1 5 0
34296 1 5 0
34297 0 0 5
34298 0 0 5
34299 1 3 2
34300 0 0 5
34301 0 1 4
34302 1 5 0
34303 0 1 4
34304 0 2 3
34305 1 5 0
34306 0 2 3
34307 0.5 3 3
34308 0 1 4
34309 0 2 3
34310 1 5 0
34311 1 6 0
34312 1 5 0
34313 1 5 0
34314 1 5 0
34315 1 5 0
34316 1 5 0
34317 1 5 0
34318 1 5 0
34319 1 5 0
34320 1 5 0
34321 1 4 1
34322 1 5 0
34323 1 4 1
34324 0 0 5
34325 0 1 4
34326 1 5 0
34327 1 5 0
34328 1 5 0
34329 0 0 5
34330 0 2 3
34331 1 5 0
34332 0 2 4
34333 1 5 0
34334 1 5 0
34335 1 3 2
34336 0 2 3
34337 0 0 5
34338 1 5 0
34339 0 1 4
34340 1 5 0
34341 0 0 5
34342 1 5 0
34343 1 5 0
34344 0 0 5
34345 1 5 0
34346 1 6 0
34347 1 5 0
34348 1 3 2
34349 1 5 0
34350 1 5 0
34351 1 5 0
34352 0 1 4
34353 1 5 0
34354 1 4 1
34355 1 4 1
34356 1 3 2
34357 0 2 3
34358 0 0 5
34359 1 5 0
34360 1 4 1
34361 1 5 0
34362 1 5 0
34363 1 5 0
34364 1 5 0
34365 0 0 5
34366 1 3 2
34367 0 1 4
34368 0 0 5
34369 0 1 4
34370 0 2 3
34371 1 4 1
34372 1 4 1
34373 1 5 0
34374 1 5 0
34375 0 1 4
34376 1 4 1
34377 1 3 2
34378 1 5 0
34379 0 0 5
34380 0 0 5
34381 1 6 0
34382 1 5 0
34383 1 5 0
34384 1 5 0
34385 0 1 4
34386 0 2 3
34387 0 2 3
34388 0 1 4
34389 0 1 4
34390 1 5 0
34391 0 1 4
34392 0 2 3
34393 1 5 0
34394 0 2 3
34395 1 5 0
34396 1 4 1
34397 1 5 0
34398 0 2 3
34399 0 1 4
34400 1 5 0
34401 1 5 1
34402 1 3 2
34403 1 4 1
34404 0 1 4
34405 0 0 5
34406 0 0 5
34407 0 0 4
34408 1 5 0
34409 1 5 0
34410 1 5 0
34411 0 1 4
34412 0 0 5
34413 0 0 5
34414 1 5 0
34415 0 0 5
34416 1 5 0
34417 1 4 1
34418 1 6 0
34419 1 5 0
34420 1 7 0
34421 1 5 0
34422 1 6 0
34423 0.5 3 3
34424 1 5 0
34425 1 4 1
34426 0 1 4
34427 0 0 5
34428 1 5 0
34429 0 0 5
34430 1 3 2
34431 1 6 0
34432 1 4 2
34433 1 3 2
34434 0 2 3
34435 1 3 2
34436 1 5 0
34437 1 5 0
34438 1 5 0
34439 1 3 2
34440 1 5 0
34441 1 5 0
34442 1 6 0
34443 1 5 0
34444 0 1 4
34445 0 1 5
34446 1 5 0
34447 0 0 5
34448 0 2 3
34449 1 5 0
34450 1 4 1
34451 1 5 0
34452 0 0 5
34453 1 5 0
34454 1 5 0
34455 1 5 0
34456 1 5 0
34457 0 0 5
34458 1 5 0
34459 0 1 4
34460 1 5 0
34461 0 1 4
34462 0 0 5
34463 1 6 0
34464 0 0 6
34465 1 3 2
34466 0 2 3
34467 0 1 4
34468 1 5 0
34469 1 5 0
34470 1 5 0
34471 0 2 3
34472 1 5 0
34473 1 5 0
34474 1 5 0
34475 1 5 0
34476 1 5 0
34477 1 5 0
34478 1 5 0
34479 0 1 4
34480 0 2 3
34481 1 5 0
34482 0 1 4
34483 1 5 0
34484 0 1 4
34485 1 5 0
34486 1 5 0
34487 1 5 0
34488 0 2 3
34489 0 2 3
34490 1 3 2
34491 0 2 3
34492 0 0 5
34493 0 0 5
34494 1 5 0
34495 1 3 2
34496 1 5 0
34497 0 0 5
34498 0 1 4
34499 1 5 0
34500 0 0 5
34501 1 5 0
34502 0 2 3
34503 1 5 0
34504 0 0 5
34505 1 5 0
34506 0 1 4
34507 0 0 5
34508 0 0 5
34509 0 0 6
34510 0 0 5
34511 0 0 5
34512 1 6 0
34513 0 1 4
34514 0 1 4
34515 0 1 4
34516 0 2 3
34517 1 5 0
34518 0 0 5
34519 0 2 3
34520 1 5 0
34521 1 5 0
34522 0 1 4
34523 0 0 5
34524 1 5 0
34525 1 6 0
34526 0 2 3
34527 0 0 5
34528 0 0 5
34529 0 2 3
34530 0 0 5
34531 0 2 3
34532 1 5 0
34533 0 0 5
34534 0 1 4
34535 1 5 0
34536 1 5 0
34537 1 5 0
34538 1 5 0
34539 1 5 0
34540 0 2 3
34541 1 3 2
34542 1 5 0
34543 1 5 0
34544 0 1 5
34545 0 1 4
34546 1 3 2
34547 0 0 5
34548 1 5 0
34549 0 0 5
34550 0 0 5
34551 0 1 4
34552 1 3 2
34553 1 5 0
34554 1 5 0
34555 1 4 1
34556 1 5 0
34557 1 5 0
34558 1 5 0
34559 0 1 4
34560 1 5 0
34561 0 0 5
34562 1 6 0
34563 1 5 0
34564 1 5 0
34565 1 5 0
34566 1 5 0
34567 0 1 4
34568 1 5 0
34569 0 0 5
34570 0 0 5
34571 1 5 0
34572 1 5 0
34573 1 3 2
34574 1 5 0
34575 1 5 0
34576 0 0 6
34577 0 0 5
34578 1 6 0
34579 1 5 0
34580 0 0 5
34581 0 1 4
34582 1 5 0
34583 1 5 0
34584 1 7 0
34585 1 5 0
34586 0 2 3
34587 1 4 1
34588 0 0 5
34589 1 5 0
34590 0 0 5
34591 1 5 0
34592 1 5 0
34593 1 5 0
34594 0 2 3
34595 0 0 5
34596 1 5 0
34597 1 5 0
34598 1 5 0
34599 1 5 0
34600 1 3 2
34601 1 5 0
34602 0 0 5
34603 1 5 0
34604 0 1 4
34605 0 0 5
34606 0 0 5
34607 1 5 0
34608 1 6 0
34609 1 5 0
34610 1 5 0
34611 1 5 0
34612 0 0 6
34613 1 5 0
34614 1 5 0
34615 1 5 0
34616 1 4 1
34617 1 5 0
34618 1 7 0
34619 1 5 0
34620 0 1 4
34621 1 5 0
34622 1 5 0
34623 0.5 3 3
34624 0 0 5
34625 1 5 0
34626 1 5 0
34627 0 1 4
34628 1 5 0
34629 0 1 4
34630 1 5 0
34631 1 5 0
34632 1 3 2
34633 0 0 5
34634 1 3 2
34635 1 5 0
34636 0 0 5
34637 1 5 0
34638 0 0 5
34639 0 1 4
34640 1 5 0
34641 1 5 0
34642 0 0 5
34643 1 5 0
34644 1 6 0
34645 0 0 5
34646 0 1 4
34647 1 5 0
34648 1 4 1
34649 0 2 3
34650 0 0 6
34651 0 1 5
34652 1 3 2
34653 0 1 4
34654 1 5 0
34655 1 5 0
34656 0 0 5
34657 1 5 0
34658 1 5 0
34659 1 5 0
34660 0 0 5
34661 1 5 0
34662 1 5 0
34663 1 5 0
34664 0 0 5
34665 0 0 5
34666 0 0 5
34667 1 5 0
34668 0 0 5
34669 1 5 0
34670 1 5 0
34671 1 5 0
34672 1 5 0
34673 0 0 5
34674 1 5 0
34675 0 2 3
34676 0 0 6
34677 0 0 7
34678 1 5 0
34679 1 4 1
34680 1 5 0
34681 0 1 4
34682 1 5 0
34683 1 5 0
34684 1 5 0
34685 0 1 4
34686 0 0 5
34687 0 0 6
34688 1 4 1
34689 0 0 5
34690 0 0 5
34691 0 0 5
34692 1 5 0
34693 1 5 0
34694 0 1 4
34695 1 5 0
34696 1 5 0
34697 0 0 5
34698 1 5 0
34699 1 6 0
34700 1 5 0
34701 0 0 5
34702 1 5 0
34703 1 5 0
34704 1 5 0
34705 0 0 5
34706 1 3 2
34707 0 2 3
34708 0 1 4
34709 1 3 2
34710 1 5 0
34711 1 5 0
34712 0 0 5
34713 1 5 0
34714 1 5 0
34715 1 4 1
34716 1 5 0
34717 1 6 0
34718 1 5 0
34719 1 5 0
34720 1 4 1
34721 1 5 0
34722 1 5 0
34723 1 5 0
34724 1 5 0
34725 1 5 0
34726 1 5 0
34727 1 5 0
34728 1 5 0
34729 1 5 0
34730 0 0 5
34731 1 5 0
34732 1 5 0
34733 0.5 3 3
34734 1 3 2
34735 0 0 5
34736 1 4 1
34737 1 5 0
34738 1 5 0
34739 0 0 5
34740 1 6 0
34741 1 4 1
34742 1 5 0
34743 0 2 3
34744 0 1 4
34745 1 4 1
34746 1 5 0
34747 0 0 5
34748 1 5 0
34749 1 5 0
34750 1 5 0
34751 1 5 0
34752 1 5 0
34753 0 0 5
34754 0 1 4
34755 1 5 0
34756 0 0 5
34757 1 3 2
34758 0 0 5
34759 0 0 5
34760 1 3 2
34761 1 5 0
34762 1 3 2
34763 1 4 1
34764 1 5 0
34765 0 1 4
34766 0 0 5
34767 0 0 5
34768 1 3 2
34769 1 5 0
34770 1 3 2
34771 1 5 0
34772 1 5 0
34773 1 3 2
34774 1 5 0
34775 0 2 3
34776 1 5 0
34777 1 5 0
34778 1 5 0
34779 0 2 3
34780 1 5 0
34781 1 5 0
34782 0 0 6
34783 0 1 4
34784 1 5 0
34785 1 5 0
34786 0 0 5
34787 1 5 0
34788 1 5 0
34789 0 2 3
34790 1 5 0
34791 1 5 0
34792 1 5 0
34793 1 5 0
34794 1 5 0
34795 1 4 1
34796 1 5 0
34797 1 5 0
34798 0 0 5
34799 0 2 3
34800 1 5 0
34801 1 5 0
34802 1 5 0
34803 0 0 5
34804 1 5 0
34805 0 0 5
34806 1 5 0
34807 1 5 0
34808 1 5 0
34809 1 5 0
34810 1 5 0
34811 1 5 0
34812 1 3 2
34813 0 0 5
34814 0 1 4
34815 1 5 0
34816 1 4 1
34817 1 5 0
34818 0 1 4
34819 1 5 0
34820 0 0 5
34821 1 5 0
34822 1 5 0
34823 0 1 4
34824 0 0 5
34825 1 5 0
34826 1 5 0
34827 0 2 3
34828 0 2 3
34829 1 5 0
34830 0 1 4
34831 1 5 0
34832 0 0 5
34833 1 5 0
34834 1 5 0
34835 0 2 3
34836 0 0 4
34837 1 5 0
34838 0 0 5
34839 1 6 0
34840 0 0 5
34841 1 3 2
34842 0 0 5
34843 1 5 0
34844 1 5 0
34845 0 2 3
34846 1 4 1
34847 1 5 0
34848 1 5 0
34849 1 5 0
34850 0 2 3
34851 1 5 0
34852 1 5 0
34853 1 5 0
34854 1 5 0
34855 0 1 4
34856 0 0 5
34857 1 3 2
34858 1 5 0
34859 0 0 5
34860 1 5 0
34861 0 0 5
34862 1 5 0
34863 1 5 0
34864 0 0 5
34865 1 5 0
34866 0 1 4
34867 0 1 4
34868 1 6 0
34869 1 5 0
34870 1 3 2
34871 0 0 5
34872 0 2 3
34873 0 1 4
34874 1 5 0
34875 0 0 5
34876 1 4 1
34877 0 1 4
34878 1 5 0
34879 0 0 5
34880 0 2 3
34881 0 0 5
34882 0 0 5
34883 1 5 0
34884 0 0 5
34885 1 5 0
34886 1 5 0
34887 1 3 2
34888 0 0 5
34889 1 5 0
34890 1 5 0
34891 1 5 0
34892 1 5 0
34893 1 5 0
34894 1 5 0
34895 1 5 0
34896 0 1 4
34897 1 3 2
34898 1 5 0
34899 1 5 0
34900 1 5 0
34901 1 5 0
34902 0 1 4
34903 1 3 2
34904 1 4 1
34905 1 4 1
34906 0 0 5
34907 0 0 5
34908 1 3 2
34909 0 1 3
34910 1 5 0
34911 1 5 0
34912 1 5 0
34913 1 4 1
34914 0 0 5
34915 0 1 4
34916 0 2 3
34917 1 5 0
34918 1 3 2
34919 1 6 0
34920 1 5 0
34921 0 1 4
34922 1 5 0
34923 0 0 5
34924 1 4 1
34925 0 0 5
34926 0 0 5
34927 0 0 5
34928 1 3 2
34929 1 4 1
34930 1 5 0
34931 0 0 5
34932 1 5 0
34933 1 6 0
34934 0 0 5
34935 0 2 3
34936 1 5 0
34937 1 5 0
34938 1 3 2
34939 1 5 0
34940 0 0 5
34941 1 5 0
34942 1 4 1
34943 0 0 5
34944 0 1 4
34945 1 3 2
34946 1 5 0
34947 1 5 0
34948 1 5 0
34949 1 5 0
34950 1 5 0
34951 1 5 0
34952 0 2 3
34953 1 5 0
34954 0 0 5
34955 1 5 0
34956 1 5 0
34957 1 5 0
34958 0 0 5
34959 1 3 2
34960 1 5 0
34961 0 0 5
34962 1 5 0
34963 1 5 0
34964 1 3 2
34965 1 5 0
34966 0 0 5
34967 0 0 5
34968 0 0 5
34969 0 0 5
34970 0 0 6
34971 0 2 3
34972 1 5 0
34973 1 5 0
34974 1 5 0
34975 1 5 0
34976 1 5 0
34977 0 1 4
34978 1 5 0
34979 1 5 0
34980 1 5 0
34981 1 5 0
34982 1 5 0
34983 1 5 0
34984 1 5 0
34985 0 1 4
34986 0 2 3
34987 0 0 5
34988 1 5 0
34989 1 3 2
34990 1 5 0
34991 1 5 0
34992 0 0 5
34993 1 5 0
34994 1 5 0
34995 0 0 5
34996 0 1 4
34997 1 5 0
34998 1 4 1
34999 1 5 0
35000 1 4 1
35001 1 5 0
35002 1 3 2
35003 1 5 0
35004 1 5 0
35005 0 2 3
35006 1 5 0
35007 1 5 0
35008 0 0 5
35009 0 0 5
35010 0 2 3
35011 1 5 0
35012 1 5 0
35013 1 5 0
35014 1 5 0
35015 0 1 4
35016 0 0 5
35017 1 6 0
35018 0 1 4
35019 0 2 3
35020 1 5 0
35021 0 0 5
35022 1 5 0
35023 0 0 5
35024 0.5 3 3
35025 1 5 0
35026 1 6 0
35027 0 1 4
35028 0 0 5
35029 0 0 6
35030 1 5 0
35031 1 5 0
35032 0 1 4
35033 0 0 5
35034 1 5 0
35035 0 1 4
35036 1 5 0
35037 0 0 5
35038 0 1 4
35039 1 5 0
35040 0 0 5
35041 1 5 0
35042 0 0 5
35043 1 5 0
35044 0 0 5
35045 1 5 0
35046 1 4 1
35047 1 3 2
35048 1 5 0
35049 1 5 0
35050 1 5 0
35051 1 5 0
35052 1 5 0
35053 0 0 5
35054 1 5 0
35055 1 5 0
35056 0 1 5
35057 0 1 4
35058 0 2 3
35059 0 1 4
35060 1 5 0
35061 1 5 0
35062 0 1 4
35063 1 5 0
35064 0 0 5
35065 1 5 0
35066 1 5 0
35067 0 2 3
35068 1 4 1
35069 1 5 0
35070 0 0 5
35071 1 4 1
35072 1 6 0
35073 0 0 5
35074 1 5 0
35075 1 5 0
35076 1 5 0
35077 1 6 0
35078 0 0 4
35079 1 5 0
35080 1 5 0
35081 0 1 4
35082 1 5 0
35083 1 5 0
35084 1 4 1
35085 1 5 0
35086 1 5 0
35087 0 0 5
35088 0 0 5
35089 1 5 0
35090 1 5 0
35091 1 5 0
35092 0 0 5
35093 1 5 0
35094 1 4 0
35095 0 0 5
35096 0 0 5
35097 1 5 0
35098 0 0 5
35099 0 0 5
35100 1 5 0
35101 1 4 1
35102 0 0 5
35103 1 5 0
35104 0 0 5
35105 1 5 0
35106 0 1 4
35107 1 5 0
35108 0 0 5
35109 0 0 5
35110 1 5 0
35111 0 0 5
35112 0 1 4
35113 1 5 0
35114 1 3 2
35115 1 5 0
35116 1 5 0
35117 0 0 5
35118 1 5 0
35119 0 1 4
35120 1 5 0
35121 1 6 0
35122 0 0 5
35123 0 0 5
35124 1 5 0
35125 1 6 0
35126 1 6 0
35127 0 0 5
35128 1 5 0
35129 1 5 0
35130 0 2 4
35131 1 6 0
35132 1 5 0
35133 1 5 0
35134 1 6 0
35135 1 6 0
35136 0 0 5
35137 1 5 0
35138 0 0 5
35139 0 0 5
35140 0 1 4
35141 0 0 5
35142 1 5 0
35143 1 4 1
35144 1 5 0
35145 0 1 4
35146 1 5 0
35147 0 1 4
35148 1 5 0
35149 0 0 5
35150 0 1 4
35151 1 5 0
35152 1 5 0
35153 1 5 0
35154 0 1 4
35155 1 5 0
35156 0 0 5
35157 1 5 0
35158 0 0 5
35159 0 0 5
35160 0 0 5
35161 0 1 5
35162 0 2 3
35163 1 5 0
35164 0 1 4
35165 0 0 5
35166 1 5 0
35167 1 5 0
35168 1 5 0
35169 0 1 4
35170 1 5 0
35171 1 5 0
35172 1 5 0
35173 0 2 3
35174 1 5 0
35175 1 5 0
35176 0 0 5
35177 1 5 0
35178 0 2 3
35179 1 3 2
35180 0 0 5
35181 1 5 0
35182 1 3 2
35183 1 5 0
35184 1 3 2
35185 1 5 0
35186 1 4 1
35187 0 2 3
35188 0 0 5
35189 0 1 4
35190 1 5 0
35191 0 2 3
35192 0 0 5
35193 0 0 5
35194 1 6 0
35195 1 5 0
35196 1 4 1
35197 1 5 0
35198 1 4 1
35199 1 5 0
35200 1 5 0
35201 0 2 3
35202 0 1 4
35203 1 5 0
35204 0 1 3
35205 0 0 5
35206 1 5 0
35207 0 0 5
35208 0 1 4
35209 1 5 0
35210 0 1 3
35211 1 4 1
35212 1 5 0
35213 1 4 1
35214 0 2 3
35215 1 5 0
35216 0 0 5
35217 1 5 0
35218 0 0 5
35219 1 5 0
35220 1 6 0
35221 0 0 5
35222 1 4 1
35223 1 5 0
35224 1 5 0
35225 0 2 4
35226 1 6 0
35227 1 5 0
35228 1 5 0
35229 0 2 3
35230 1 5 0
35231 1 5 0
35232 1 3 2
35233 1 5 0
35234 1 5 0
35235 1 5 0
35236 0 1 4
35237 1 6 0
35238 0 1 4
35239 1 5 0
35240 1 5 0
35241 1 4 1
35242 1 5 0
35243 0 0 5
35244 1 5 0
35245 1 3 2
35246 0 2 3
35247 0 2 3
35248 1 5 0
35249 0 0 5
35250 1 5 0
35251 1 5 0
35252 1 4 2
35253 0 2 3
35254 1 3 2
35255 0 0 5
35256 1 5 0
35257 1 5 0
35258 1 4 1
35259 1 5 0
35260 1 6 0
35261 0 0 5
35262 1 5 0
35263 0 1 4
35264 0 1 4
35265 0 0 5
35266 0 0 5
35267 1 5 0
35268 0 0 5
35269 1 3 2
35270 1 5 0
35271 1 5 0
35272 0 0 5
35273 1 5 0
35274 0 0 5
35275 0 2 3
35276 1 5 0
35277 1 5 0
35278 0 1 4
35279 0 0 4
35280 0 0 5
35281 1 5 0
35282 1 6 0
35283 1 3 2
35284 1 5 0
35285 1 3 2
35286 1 5 0
35287 1 5 0
35288 0 2 3
35289 0 0 5
35290 0 0 5
35291 0 0 5
35292 1 3 2
35293 1 5 0
